id,datetime,promise_source,status_source,promised_date_source,summary,collected_via,criteria_id
11,2026-09-09T09:03:37Z,https://www.intc.com/news-events/press-releases/detail/1521/intel-announces-next-us-site-with-landmark-investment-in,https://www.wosu.org/2026-08-26/slow-progress-continues-at-intels-new-albany-semiconductor-fab-still-set-to-open-by-2031,,"Intel announced its 'Silicon Heartland' semiconductor fab campus (two initial leading-edge fabs, >$20B initial investment, ~3,000 direct jobs) in New Albany/Licking County, Ohio on Jan 21, 2022. As of the most recent update (WOSU, Aug 26 2026), construction continues at a slowed pace with first-fab operations now pushed to 2030-2031, several years later than the originally planned end-2025 start.",prompt1,1B-or-2000-jobs
12,2026-09-09T09:04:05Z,https://ced.ky.gov/Newsroom/NewsPage/03272019_Nucor_Corp,https://www.lanereport.com/168380/2023/10/1-7-billion-nucor-steel-plate-mill-in-brandenburg-has-grand-opening/,,"Nucor announced a scrap-fed electric-arc-furnace steel plate mill in Brandenburg, Meade County, Kentucky on Mar 27, 2019, an ~$1.35B investment (clears the floor on capital; ~400 direct jobs) with 1.2M tons/yr plate capacity. The most recent status reporting shows the mill rolled first plate on Dec 30, 2022 and held its grand opening in Oct 2023 (capital cited then at ~$1.7B); it is in commercial production.",prompt1,1B-or-2000-jobs
13,2026-09-09T09:04:32Z,https://governor.sc.gov/news/2023-03/scout-motors-selects-south-carolina-production-site-plans-create-4000-jobs,https://blog.scoutmotors.com/july-2026-scout-motors-production-center-update/,,"Scout Motors (a Volkswagen Group company) announced a ~$2B EV truck/SUV assembly plant in Blythewood, Richland County, South Carolina on Mar 3, 2023, projecting ~4,000 direct jobs and ~200,000 vehicles/yr. The most recent status (Scout's July 2026 production-center update, corroborated by independent reporting of ~700 robots installed) shows the plant still under construction with body/paint/assembly shops being outfitted; customer production has slipped from the original 2026 target toward late 2027-2028.",prompt1,1B-or-2000-jobs
14,2026-09-09T09:04:59Z,https://governor.nc.gov/news/press-releases/2021/12/06/governor-cooper-announces-toyota-will-build-companys-first-north-american-battery-plant-north,https://www.utilitydive.com/news/toyota-begins-production-expanded-north-carolina-plant/739777/,,"Toyota announced Toyota Battery Manufacturing, North Carolina (TBMNC) at the Greensboro-Randolph Megasite in Liberty, Randolph County, NC on Dec 6, 2021, an initial ~$1.29B investment with ~1,750 direct jobs (later expanded to ~$13.9B and up to ~5,100 jobs). The most recent status reporting shows the plant began shipping batteries in June 2025 and marked its production start on Nov 12, 2025; it is in commercial production.",prompt1,1B-or-2000-jobs
15,2026-09-09T09:06:03Z,https://investor.lilly.com/news-releases/news-release-details/lilly-plans-invest-21-billion-new-manufacturing-sites-indiana,https://nwitimes.com/news/state-regional/article_0acda37e-7b60-5cc8-94c9-08f7bdef4750.html,,"Eli Lilly announced a ~$2.1B investment in two new active-pharmaceutical-ingredient / new-modalities manufacturing sites at the LEAP Innovation and Research District in Lebanon, Boone County, Indiana on May 25, 2022 (~500 initial direct jobs; clears the floor on capital). The most recent status shows construction ongoing with the campus's first completed facility (Lilly Lebanon Advanced Therapies) opening in May 2026 and API production targeted for late 2026, scaling through 2028.",prompt1,1B-or-2000-jobs
16,2026-09-09T09:07:06Z,https://news.samsung.com/global/samsung-electronics-announces-new-advanced-semiconductor-fab-site-in-taylor-texas,https://www.trendforce.com/news/2026/06/02/news-samsung-accelerates-u-s-expansion-as-taylor-fab-targets-2027-start-hq-reportedly-moves-to-texas-in-2026/,https://gov.texas.gov/news/post/governor-abbott-announces-new-17-billion-samsung-manufacturing-facility-in-taylor,"Samsung Electronics announced a ~$17B advanced logic semiconductor fab in Taylor, Williamson County, Texas on Nov 23, 2021 (2,000+ direct jobs), originally targeting production in H2 2024. As of the most recent reporting (TrendForce, June 2, 2026), the fab is not yet operational and mass production has slipped to 2027.",prompt1,1B-or-2000-jobs
17,2026-09-09T09:07:54Z,https://georgia.org/press-release/hyundai-motor-group-invest-554-billion-georgia-first-fully-dedicated-electric-vehicle,https://www.cnbc.com/2026/08/20/hyundai-georgia-metaplant-us-production.html,https://www.prnewswire.com/news-releases/hyundai-motor-group-to-establish-first-dedicated-ev-plant-and-battery-manufacturing-facility-in-the-us-301552271.html,"Hyundai Motor Group announced its Metaplant America dedicated EV assembly plant at the Bryan County Megasite (Ellabell), Georgia on May 20, 2022 (~$5.54B, ~8,100 direct jobs), originally targeting commercial production in H1 2025. As of the most recent reporting (CNBC, Aug 20, 2026), the plant is operating and producing vehicles (Ioniq 5/9) with ~500,000-unit annual capacity, with Hyundai weighing expansion to 700,000-800,000 by 2028.",prompt1,1B-or-2000-jobs
18,2026-09-09T09:08:53Z,https://www.opportunitylouisiana.gov/news/first-solar-to-invest-up-to-1-1-billion-to-build-solar-panel-manufacturing-facility-in-acadiana-create-over-700-new-direct-jobs,https://taiyangnews.info/markets/first-solar-louisiana-factory-online,https://www.businesswire.com/news/home/20230921973269/en/First-Solar-Breaks-Ground-on-$1.1-Billion-3.5-GW-Louisiana-Manufacturing-Facility,"First Solar announced a ~$1.1B, 3.5 GW photovoltaic solar module manufacturing facility near Acadiana Regional Airport in Iberia Parish (New Iberia), Louisiana on Aug 10, 2023 (700+ direct jobs), originally targeting completion in H1 2026. As of the most recent reporting (TaiyangNews, Nov 24, 2025), the plant is operational, having started production in July 2025 ahead of schedule and ramping toward 3.5 GW annual capacity.",prompt1,1B-or-2000-jobs
19,2026-09-09T09:10:01Z,https://www.kansascommerce.gov/2022/07/kansas-lands-4b-4000-job-panasonic-energy-electric-vehicle-battery-plant/,https://kansasreflector.com/2026/06/17/panasonic-to-shift-some-kansas-production-lines-to-make-ai-data-center-batteries/,https://na.panasonic.com/news/panasonic-energy-begins-mass-production-at-new-automotive-lithium-ion-battery-factory-in-kansas-aiming-for-annual-capacity-of-32-gwh-to-accelerate-us-local-production,"Panasonic Energy announced a ~$4B lithium-ion EV battery cell factory (up to 4,000 direct jobs, ~32 GWh) in De Soto, Johnson County, Kansas on Jul 13, 2022. As of the most recent reporting (Kansas Reflector, Jun 17, 2026), the plant opened in July 2025 and is in production with four lines and ~1,800 employees, with ramp to full capacity delayed and a second wing under construction; the company is also planning to shift some lines toward data-center batteries.",prompt1,1B-or-2000-jobs
20,2026-09-09T09:13:23Z,https://www.prnewswire.com/news-releases/fujifilm-selects-north-carolina-as-the-location-to-build-the-largest-cell-culture-biopharmaceutical-cdmo-facility-in-north-america-301250547.html,https://www.contractpharma.com/breaking-news/fujifilm-opens-new-manufacturing-site-in-holly-springs-nc/,https://www.fujifilm.com/us/en/news/groundbreaking-holly-springs,"Fujifilm Diosynth Biotechnologies announced on Mar 18, 2021 a ~$2B greenfield cell-culture CDMO biologics manufacturing facility (~725 direct jobs) in Holly Springs, Wake County, North Carolina, originally targeting operations by spring 2025. As of the most recent reporting (Contract Pharma, Sep 24, 2025), the site's first phase (eight 20,000 L bioreactors for drug substance and drug product) has officially opened, with finished-goods capabilities slated to come online in 2026.",prompt1,1B-or-2000-jobs
21,2026-09-09T09:14:52Z,https://www.ti.com/about-ti/newsroom/news-releases/2022/2022-05-18-texas-instruments-breaks-ground-on-new-300-mm-semiconductor-wafer-fabrication-plants-in-sherman--texas.html,https://www.ti.com/about-ti/newsroom/news-releases/2025/texas-instruments-begins-production-at-its-newest-300mm-semiconductor-manufacturing-facility-in-sherman-texas.html,,"Texas Instruments broke ground on May 18, 2022 on a 300mm analog/embedded semiconductor wafer fab complex (up to four fabs) in Sherman, Texas, a potential ~$30B investment supporting as many as 3,000 direct jobs. As of the most recent update (Dec 17, 2025), the first fab (SM1) has begun production and is ramping according to customer demand; SM2's shell is complete.",prompt1,1B-or-2000-jobs
22,2026-09-09T09:16:39Z,https://governor.alabama.gov/newsroom/2018/01/toyota-mazda-selects-alabama-for-1-6-billion-auto-plant-with-4000-jobs/,https://finance.yahoo.com/news/huntsville-mazda-toyota-plant-suspending-192204092.html,,"Mazda and Toyota announced on Jan 10, 2018 a joint-venture auto assembly plant (Mazda Toyota Manufacturing) in Huntsville, Alabama — a ~$1.6B investment expected to create up to 4,000 jobs, capacity ~300,000 vehicles/year (Toyota Corolla Cross and Mazda CX-50). Most recent update found (Apr 23, 2025): the plant is in full operation building both models for the North American market; production for the Canadian market was being suspended May 12, 2025 with overall US volume increasing.",prompt1,1B-or-2000-jobs
23,2026-09-09T09:17:17Z,https://www.arkansasedc.com/news-events/newsroom/detail/2022/01/11/u.-s.-steel-selects-osceola-arkansas-as-location-for-most-advanced-steelmaking-facility-in-north-america,https://www.gem.wiki/U.S._Steel_Big_River_Steel_plant,,"U.S. Steel announced on Jan 11, 2022 a new ~$3B next-generation electric-arc-furnace steel mill ('Big River 2') in Osceola, Arkansas — a 3.0-million-ton/year facility, then the largest capital investment in Arkansas history, with completion originally anticipated in 2024. Most recent status (through Dec 2025): BR2 construction was completed in late 2025 and the mill is ramping toward full production capacity, expected by early 2026.",prompt1,1B-or-2000-jobs
24,2026-09-09T09:18:28Z,https://www.cnbc.com/2019/12/05/gm-lg-to-form-2point3-billion-joint-venture-for-battery-cell-production.html,https://gmauthority.com/blog/2026/08/ultium-cells-ohio-plant-production-restarting-after-7-month-shutdown/,,"GM and LG Chem announced on Dec 5, 2019 a 50/50 joint venture, Ultium Cells LLC, to build a greenfield lithium-ion EV battery cell plant in the Lordstown/Warren area of northeast Ohio — an investment of up to ~$2.3B, ~1,100 jobs, and 30+ GWh annual capacity; cell production began in Aug 2022. Most recent status (Aug 13, 2026): the plant is restarting after a roughly seven-month shutdown (paused Jan 2026 on weak EV demand), recalling about 1,400 workers.",prompt1,1B-or-2000-jobs
25,2026-09-09T09:19:44Z,https://www.cpchem.com/media-events/news/news-release/chevron-phillips-chemical-and-qatarenergy-construct-integrated,https://www.bicmagazine.com/departments/operations/cpchem-golden-triangle-polymers-facility-startup-phase/,,"Chevron Phillips Chemical and QatarEnergy announced on Nov 16, 2022 a positive final investment decision on Golden Triangle Polymers, an ~$8.5B integrated petrochemical/plastics complex (a 2,080 KTA ethane cracker and two 1,000 KTA high-density polyethylene units) in Orange, Texas, with operations targeted for 2026. Most recent status (May 14, 2026): construction is winding down and the facility is entering its commissioning and startup phase, with full operation expected in 2027.",prompt1,1B-or-2000-jobs
26,2026-09-09T09:21:40Z,https://gov.georgia.gov/press-releases/2021-12-16/gov-kemp-welcomes-rivian-single-largest-economic-development-project,https://www.ajc.com/business/2026/08/rivian-says-construction-progressing-well-at-5b-georgia-factory-site/,,"Rivian announced a ~$5B EV assembly plant (up to 7,500 direct jobs, up to 400,000 vehicles/yr) at the Stanton Springs North / East Atlanta Megasite near Social Circle, Georgia on Dec 16, 2021. Construction was paused in March 2024; per the most recent update (AJC, Aug 2026) vertical construction began May 2026 and is 'progressing well,' with customer vehicle production expected in 2028.",prompt1,1B-or-2000-jobs
27,2026-09-09T09:22:22Z,https://investors.micron.com/news/press-release/2022/Micron-Announces-Historic-Investment-of-up-to-100-Billion-to-Build-Megafab-in-Central-New-York-10-04-2022/default.aspx,https://spectrumlocalnews.com/nys/central-ny/news/2026/07/09/first-concrete-poured-at-micron-clay-facility-ahead-of-schedule,https://www.governor.ny.gov/news/hochul-schumer-mcmahon-announce-micron-coming-onondaga-county-micron-will-invest-unprecedented,"Micron announced an up-to-$100B leading-edge memory megafab (four fabs, ~9,000 direct Micron jobs) at White Pines Commerce Park in Clay, Onondaga County, New York on Oct 4, 2022 — a distinct site from its Boise, ID DRAM fab. Per the most recent update (Spectrum News, Jul 9 2026), groundbreaking occurred Jan 16 2026 and the first concrete for Fab 1 was poured in July 2026, running ahead of schedule; Fab 1 output is now targeted for the latter part of the decade.",prompt1,1B-or-2000-jobs
28,2026-09-09T09:23:24Z,https://news.lgensol.com/company-news/press-releases/1613/,https://www.abc15.com/news/business/lg-energy-solutions-queen-creek-battery-plant-nears-completion-hiring-ramps-up,https://www.azcommerce.com/news-events/news/2023/3/lg-energy-solution-to-invest-55-billion-to-build-battery-manufacturing-complex-in-queen-creek/,"LG Energy Solution announced a ~$5.5B stand-alone battery manufacturing complex in Queen Creek, Arizona on Mar 24, 2023 — a 27 GWh cylindrical EV cell plant plus a 16 GWh LFP pouch ESS plant. The most recent dated update I could locate is Aug 4, 2025 (ABC15): the cylindrical plant was ~60% complete with production targeted for summer 2026, while the ESS plant has been suspended since June 2024; I found no later source confirming production has actually begun.",prompt1,1B-or-2000-jobs
29,2026-09-09T09:24:55Z,https://news.skhynix.com/sk-hynix-signs-investment-agreement-of-advanced-chip-packaging-with-indiana/,https://www.cnbc.com/2026/08/27/sk-hynix-ceo-says-indiana-will-be-key-memory-production-base-by-2030.html,https://www.iedc.in.gov/events/news/details/2024/04/03/gov.-holcomb-announces-generational-multi-billion-dollar-investment-to-make-indiana-leader-in-semiconductor-packaging,"SK hynix announced a ~$3.87B advanced chip-packaging and R&D facility for HBM AI memory (~1,000 direct jobs) in West Lafayette, Indiana on Apr 3, 2024 — its first U.S. semiconductor packaging site. Per the most recent update (CNBC/Taipei Times, Aug 27-29 2026), the company held its groundbreaking and began construction in Aug 2026, with the cleanroom targeted for Oct 2028 and mass production slated for the second half of 2029 (a slip from the originally announced 2H 2028).",prompt1,1B-or-2000-jobs
30,2026-09-09T09:25:30Z,https://www.prnewswire.com/news-releases/hyundai-steel-announces-5-8-billion-electric-arc-furnace-based-integrated-steel-mill-in-the-us-driving-sustainable-us-steel-production-and-creating-over-1-300-jobs-302409854.html,https://www.wafb.com/2026/09/04/58b-hyundai-posco-steel-plant-launches-ascension-parish-amid-some-opposition/,https://www.opportunitylouisiana.gov/hyundai-steel,"Hyundai Steel (via the Hyundai-POSCO Louisiana Steel JV) announced a ~$5.8B electric-arc-furnace integrated steel mill (2.7M metric tons/yr, over 1,300 direct jobs) at the RiverPlex MegaPark in Donaldsonville, Ascension Parish, Louisiana on Mar 24, 2025 — a distinct site from Hyundai's Metaplant auto plant in Georgia. Per the most recent update (WAFB, Sep 4 2026), a ceremonial groundbreaking was held Sep 4 2026 and site preparation has begun, though full construction awaits an air permit; commercial production is expected in early 2029.",prompt1,1B-or-2000-jobs
31,2026-09-09T09:27:04Z,https://www.commerce.nc.gov/news/press-releases/2025/06/12/governor-stein-announces-jetzero-selects-north-carolina-4-billion-airplane-manufacturing-hub,https://aviationweek.com/aerospace/manufacturing-supply-chain/construction-starts-jetzeros-greensboro-assembly-site,https://www.jetzero.aero/jetzero-breaks-ground-on-greensboro-factory,"JetZero announced on June 12, 2025 a ~$4.7B all-wing (Z4) commercial airplane manufacturing and final-assembly campus at Piedmont Triad International Airport in Greensboro, Guilford County, North Carolina (14,500 direct jobs projected, the largest job commitment in state history). Most recent status: broke ground June 15, 2026 and construction is underway on the first-phase NC Composite Center, with initial production targeted for the early 2030s.",prompt1,1B-or-2000-jobs
32,2026-09-09T09:27:31Z,https://investors.jmsmucker.com/news/news-details/2021/The-J.M.-Smucker-Co.-to-Accelerate-Smuckers-Uncrustables-Growth-Through-Investment-in-New-Manufacturing-Facility-in-McCalla-Alabama-11-18-2021/default.aspx,https://www.foodprocessing.com/business-of-food-beverage/capital-spending/news/55241732/jm-smuckers-new-mccalla-alabama-uncrustables-plant-opens,https://www.madeinalabama.com/2021/11/j-m-smucker-to-build-1-1-billion-alabama-manufacturing-plant-with-750-jobs/,"The J.M. Smucker Co. announced on Nov 18, 2021 a ~$1.1B greenfield Smucker's Uncrustables frozen-sandwich manufacturing facility and distribution center in McCalla, Jefferson County, Alabama (clears the floor on capital; up to 750 direct jobs). Most recent status: the ~900,000 sq ft plant opened and became operational, celebrated Nov 7, 2024, with production ramping across phases.",prompt1,1B-or-2000-jobs
33,2026-09-09T09:29:14Z,https://global.honda/en/newsroom/news/2022/c221011aeng.html,https://www.upi.com/Top_News/World-News/2026/07/03/biz-united-states-lg-energy-solution-honda/9031783130198/,https://global.honda/en/newsroom/news/2023/c230301eng.html,"Honda and LG Energy Solution announced on Oct 11, 2022 a joint-venture (L-H Battery Company) lithium-ion EV battery cell plant near Jeffersonville, Fayette County, Ohio, a ~$3.5B initial investment (JV total up to ~$4.4B) and ~2,200 direct jobs, ~40 GWh capacity. Most recent status: broke ground March 2023; as of early July 2026 the plant had begun mass-producing lithium-ion cells (initially for energy-storage systems), with Honda in the process of buying out LG's JV stake for ~$2.9B.",prompt1,1B-or-2000-jobs
34,2026-09-09T09:30:06Z,https://nucor.com/news-release/nucor-selects-west-virginia-as-location-for-new-state-of-the-art-sheet-mill-122736,https://www.steelmarketupdate.com/2026/04/28/nucor-west-virginia-mill-is-85-complete-commissioning-to-finish-in-2026/,https://www.dominionpost.com/2022/01/12/gov-justice-nucor-announce-2-7b-steel-mill-planned-for-mason-county/,"Nucor announced on Jan 12, 2022 a scrap-fed electric-arc-furnace sheet steel mill (~3 million tons/yr) in Apple Grove, Mason County, West Virginia, initially ~$2.7B (later revised to ~$3.1B–$4B; clears the floor on capital; ~800 permanent jobs). Most recent status: broke ground Oct 20, 2023; as of late April 2026 the mill was ~85% complete and in commissioning, not yet producing, with commercial shipments expected in early 2027.",prompt1,1B-or-2000-jobs
35,2026-09-09T09:31:36Z,https://corporate.exxonmobil.com/news/news-releases/2019/0613_exxonmobil-and-sabic-to-proceed-with-gulf-coast-growth-ventures-project,https://www.bicmagazine.com/projects-expansions/downstream/gcgv-celebrates-successful-startup-at-massive-community-event/,https://www.gcgv.com/our-story/faq,"ExxonMobil and SABIC announced their final decision on June 13, 2019 to proceed with Gulf Coast Growth Ventures, a ~$10B 50/50 petrochemical complex (1.8M t/yr ethane steam cracker plus two polyethylene units and a monoethylene glycol unit) near Gregory, San Patricio County, Texas (~600 permanent jobs; clears the floor on capital). Most recent status: the complex reached mechanical completion July 2021 and began operations on Jan 20, 2022, and remains operational; the freshest dedicated reporting dates to the 2022 startup, with no major status change since.",prompt1,1B-or-2000-jobs
36,2026-09-09T09:33:50Z,https://corporate.exxonmobil.com/news/news-releases/2019/0613_exxonmobil-and-sabic-to-proceed-with-gulf-coast-growth-ventures-project,https://www.bicmagazine.com/projects-expansions/downstream/gcgv-celebrates-successful-startup-at-massive-community-event/,https://www.gcgv.com/our-story/faq,"ExxonMobil and SABIC announced their final decision on June 13, 2019 to proceed with Gulf Coast Growth Ventures, a ~$10B 50/50 petrochemical complex (1.8M t/yr ethane steam cracker plus two polyethylene units and a monoethylene glycol unit) near Gregory, San Patricio County, Texas (~600 permanent jobs; clears the floor on capital). Most recent status: the complex reached mechanical completion July 2021 and began operations on Jan 20, 2022, and remains operational; the freshest dedicated reporting dates to the 2022 startup, with no major status change since.",prompt1,1B-or-2000-jobs
37,2026-09-09T09:35:35Z,https://corporate.exxonmobil.com/news/news-releases/2019/0613_exxonmobil-and-sabic-to-proceed-with-gulf-coast-growth-ventures-project,https://www.bicmagazine.com/projects-expansions/downstream/gcgv-celebrates-successful-startup-at-massive-community-event/,https://www.gcgv.com/our-story/faq,"ExxonMobil and SABIC announced their final decision on June 13, 2019 to proceed with Gulf Coast Growth Ventures, a ~$10B 50/50 petrochemical complex (1.8M t/yr ethane steam cracker plus two polyethylene units and a monoethylene glycol unit) near Gregory, San Patricio County, Texas (~600 permanent jobs; clears the floor on capital). Most recent status: the complex reached mechanical completion July 2021 and began operations on Jan 20, 2022, and remains operational; the freshest dedicated reporting dates to the 2022 startup, with no major status change since.",prompt1,1B-or-2000-jobs
38,2026-09-09T09:36:34Z,https://corporate.exxonmobil.com/news/news-releases/2019/0613_exxonmobil-and-sabic-to-proceed-with-gulf-coast-growth-ventures-project,https://www.bicmagazine.com/projects-expansions/downstream/gcgv-celebrates-successful-startup-at-massive-community-event/,https://www.gcgv.com/our-story/faq,"ExxonMobil and SABIC announced their final decision on June 13, 2019 to proceed with Gulf Coast Growth Ventures, a ~$10B 50/50 petrochemical complex (1.8M t/yr ethane steam cracker plus two polyethylene units and a monoethylene glycol unit) near Gregory, San Patricio County, Texas (~600 permanent jobs; clears the floor on capital). Most recent status: the complex reached mechanical completion July 2021 and began operations on Jan 20, 2022, and remains operational; the freshest dedicated reporting dates to the 2022 startup, with no major status change since.",prompt1,1B-or-2000-jobs
39,2026-09-09T09:38:06Z,https://corporate.exxonmobil.com/news/news-releases/2019/0613_exxonmobil-and-sabic-to-proceed-with-gulf-coast-growth-ventures-project,https://www.bicmagazine.com/projects-expansions/downstream/gcgv-celebrates-successful-startup-at-massive-community-event/,https://www.gcgv.com/our-story/faq,"ExxonMobil and SABIC announced their final decision on June 13, 2019 to proceed with Gulf Coast Growth Ventures, a ~$10B 50/50 petrochemical complex (1.8M t/yr ethane steam cracker plus two polyethylene units and a monoethylene glycol unit) near Gregory, San Patricio County, Texas (~600 permanent jobs; clears the floor on capital). Most recent status: the complex reached mechanical completion July 2021 and began operations on Jan 20, 2022, and remains operational; the freshest dedicated reporting dates to the 2022 startup, with no major status change since.",prompt1,1B-or-2000-jobs
